200;2;2011-10-20T16:45;surt91
200;5;2011-10-20T17:2;surt91
200;2;2011-10-20T17:14;surt91
150;2;2011-10-20T16:49;surt91
150;2;2011-10-20T17:4;surt91
140;3;2011-10-20T16:54;surt91
130;2;2011-10-20T17:6;surt91
120;3;2011-10-20T16:37;surt91
120;2;2011-10-20T17:16;surt91
100;1;13;10;2011;10;30;surt91
